"","X[[i]]"
"1",4
"2",4
"3",4
"4",4
"5",4
"6",4
"7",4
"8",4
"9",4
"10",4
"11",4
"12",4
"13",4
"14",4
"15",4
"16",4
"17",4
"18",4
"19",4
"20",4
"21",4
"22",4
"23",4
"24",4
"25",4
"26",4
"27",4
"28",4
"29",4
"30",4
"31",4
"32",4
"33",4
"34",4
"35",4
"36",4
"37",4
"38",4
"39",4
"40",4
"41",4
"42",4
"43",4
"44",4
"45",4
"46",4
"47",4
"48",4
"49",4
"50",4
"51",4
"52",4
"53",4
"54",4
"55",4
"56",4
"57",4
"58",4
"59",4
"60",4
"61",4
"62",4
"63",4
"64",4
"65",4
"66",4
"67",4
"68",4
"69",4
"70",4
"71",4
"72",4
"73",4
"74",4
"75",4
"76",1
"77",4
"78",4
"79",4
"80",4
"81",4
"82",4
"83",4
"84",3
"85",3
"86",4
"87",4
"88",4
"89",4
"90",4
"91",4
"92",4
"93",4
"94",4
"95",4
"96",4
"97",3
"98",4
"99",3
"100",4
"101",4
"102",4
"103",4
"104",4
"105",3
"106",3
"107",3
"108",4
"109",3
"110",3
"111",4
"112",3
"113",4
"114",4
"115",4
"116",4
"117",3
"118",3
"119",4
"120",4
"121",4
"122",3
"123",3
"124",4
"125",4
"126",3
"127",4
"128",3
"129",4
"130",4
"131",3
"132",3
"133",3
"134",4
"135",4
"136",4
"137",3
"138",3
"139",4
"140",4
"141",4
"142",3
"143",3
"144",3
"145",4
"146",4
"147",4
"148",3
"149",3
"150",4
"151",4
"152",4
"153",3
"154",4
"155",4
"156",3
"157",4
"158",3
"159",4
"160",4
"161",3
"162",4
"163",3
"164",4
"165",3
"166",4
"167",3
"168",3
"169",4
"170",3
"171",4
"172",3
"173",3
"174",4
"175",4
"176",4
"177",4
"178",3
"179",4
"180",4
"181",4
"182",3
"183",3
"184",4
"185",4
"186",4
"187",4
"188",3
"189",3
"190",3
"191",4
"192",4
"193",4
"194",4
"195",4
"196",3
"197",3
"198",4
"199",4
"200",4
"201",3
"202",3
"203",4
"204",4
"205",3
"206",3
"207",3
"208",4
"209",4
"210",3
"211",3
"212",4
"213",3
"214",3
"215",3
"216",4
"217",3
"218",4
"219",4
"220",4
"221",3
"222",4
"223",3
"224",4
"225",4
"226",4
"227",4
"228",4
"229",4
"230",3
"231",4
"232",4
"233",4
"234",4
"235",4
"236",3
"237",4
"238",4
"239",3
"240",3
"241",3
"242",3
"243",3
"244",4
"245",4
"246",3
"247",4
"248",3
"249",3
"250",4
"251",4
"252",4
"253",4
"254",4
"255",4
"256",4
"257",4
"258",4
"259",4
"260",4
"261",4
"262",4
"263",4
"264",4
"265",4
"266",4
"267",4
"268",3
"269",4
"270",3
"271",3
"272",4
"273",4
"274",4
"275",3
"276",3
"277",3
"278",3
"279",3
"280",3
"281",4
"282",4
"283",4
"284",4
"285",4
"286",3
"287",4
"288",4
"289",3
"290",3
"291",3
"292",4
"293",3
"294",3
"295",3
"296",3
"297",3
