"","groups"
"1",1
"2",1
"3",1
"4",1
"5",2
"6",2
"7",1
"8",1
"9",3
"10",3
"11",3
"12",3
"13",3
"14",3
"15",3
"16",3
"17",3
"18",3
"19",3
"20",3
"21",3
"22",3
"23",3
"24",3
"25",3
"26",3
"27",3
"28",3
"29",3
"30",3
"31",3
"32",3
"33",3
"34",3
"35",3
"36",3
"37",3
"38",3
"39",3
"40",3
"41",3
"42",3
"43",3
"44",3
"45",3
"46",3
"47",3
"48",3
"49",3
"50",3
"51",3
"52",3
"53",3
"54",3
"55",3
"56",3
"57",3
"58",3
"59",3
"60",3
"61",3
"62",3
"63",3
"64",3
"65",3
"66",3
"67",3
"68",3
"69",3
"70",3
"71",3
"72",3
"73",3
"74",3
"75",3
"76",3
"77",3
"78",3
"79",2
"80",2
"81",2
"82",2
"83",2
"84",2
"85",2
"86",1
"87",1
"88",1
"89",1
"90",1
"91",2
"92",2
"93",1
"94",2
"95",2
"96",2
"97",2
"98",2
"99",2
"100",1
"101",2
"102",2
"103",2
"104",1
"105",1
"106",1
"107",1
"108",2
"109",1
"110",2
"111",2
"112",2
"113",2
"114",2
"115",2
"116",2
"117",2
"118",2
"119",2
"120",2
"121",1
"122",2
"123",2
"124",2
"125",2
"126",2
"127",2
"128",2
"129",2
"130",1
"131",1
"132",2
"133",2
"134",2
"135",2
"136",2
"137",2
"138",1
"139",1
"140",1
"141",1
"142",2
"143",2
"144",1
"145",1
"146",2
"147",2
"148",2
"149",1
"150",1
"151",1
"152",2
"153",1
"154",1
"155",2
"156",1
"157",2
"158",1
"159",1
"160",2
"161",2
"162",2
"163",1
"164",1
"165",1
"166",2
"167",2
"168",2
"169",2
"170",2
"171",1
"172",1
"173",2
"174",2
"175",1
"176",1
"177",2
"178",1
"179",1
"180",1
"181",1
"182",1
"183",1
"184",1
"185",1
"186",1
"187",1
"188",1
"189",1
"190",1
"191",1
"192",1
"193",1
"194",1
"195",1
"196",1
"197",1
"198",1
"199",1
"200",1
"201",1
"202",1
"203",1
"204",1
"205",1
"206",1
"207",1
"208",1
"209",1
"210",1
"211",1
"212",1
"213",1
"214",1
"215",1
"216",1
"217",1
"218",1
"219",1
"220",1
"221",1
"222",1
"223",1
"224",1
"225",1
"226",1
"227",2
"228",1
"229",1
"230",1
"231",1
"232",1
"233",1
"234",1
"235",1
"236",1
"237",3
"238",1
"239",1
"240",1
"241",1
"242",1
"243",1
"244",1
"245",1
"246",1
"247",1
"248",1
"249",1
"250",1
"251",1
"252",1
"253",1
"254",1
"255",1
"256",1
"257",1
"258",1
"259",1
"260",1
"261",1
"262",1
"263",1
"264",1
"265",1
"266",1
"267",1
"268",1
"269",1
"270",1
"271",1
"272",1
"273",1
"274",1
"275",1
"276",1
"277",1
"278",1
"279",1
"280",1
"281",1
"282",1
"283",2
"284",1
"285",1
"286",1
"287",1
"288",1
"289",1
"290",1
"291",1
"292",1
"293",1
"294",1
"295",1
"296",1
"297",1
"298",1
"299",1
"300",1
"301",1
"302",1
"303",1
"304",1
"305",1
"306",1
"307",1
"308",1
"309",1
"310",1
"311",1
"312",1
"313",1
"314",1
"315",1
"316",1
"317",1
"318",1
"319",1
"320",1
"321",1
"322",1
"323",1
"324",1
"325",1
"326",1
"327",1
"328",1
"329",1
"330",1
"331",1
"332",1
"333",1
"334",1
"335",1
"336",1
"337",2
"338",3
"339",1
"340",1
"341",1
"342",1
"343",1
"344",1
"345",1
"346",1
"347",2
"348",3
"349",3
"350",3
"351",3
"352",3
"353",3
"354",3
"355",3
"356",1
"357",1
"358",1
"359",1
"360",2
"361",1
"362",1
"363",1
"364",1
"365",2
"366",1
"367",1
"368",1
"369",1
"370",1
"371",1
"372",1
"373",1
"374",1
"375",2
"376",1
"377",1
"378",1
"379",1
"380",1
"381",1
"382",1
"383",1
"384",1
"385",1
"386",1
"387",1
"388",1
"389",1
"390",2
"391",1
"392",1
"393",1
"394",1
"395",1
"396",1
"397",1
"398",1
"399",1
"400",1
"401",1
"402",1
"403",1
"404",1
"405",1
"406",1
"407",1
"408",2
"409",1
"410",2
"411",1
"412",1
"413",1
"414",1
"415",1
"416",1
"417",1
"418",1
"419",2
"420",2
"421",1
"422",1
"423",1
"424",1
"425",1
"426",1
"427",1
"428",1
"429",2
"430",1
"431",1
"432",1
"433",1
"434",1
"435",1
"436",2
"437",1
"438",1
"439",1
"440",1
"441",1
"442",1
"443",1
"444",1
"445",1
"446",1
"447",1
"448",2
"449",1
"450",1
"451",1
"452",1
"453",1
"454",1
"455",1
"456",1
"457",1
"458",1
"459",1
"460",1
"461",1
"462",2
"463",1
"464",1
"465",1
"466",1
"467",2
"468",1
"469",1
"470",1
"471",1
"472",1
"473",1
"474",1
"475",1
"476",1
"477",1
"478",1
"479",1
"480",1
"481",1
